Hierarchy,Id,Term,Condition
constatation clinique (constatation),400982009,suivi en podologie (constatation),Existing localized concept
constatation clinique (constatation),401045008,dysplasie du cortex cérébral (trouble),Existing localized concept
constatation clinique (constatation),401046009,syndrome de Nicolaides-Baraitser (trouble),Existing localized concept
constatation clinique (constatation),401059001,gestion de l'anamnèse (constatation),Existing localized concept
constatation clinique (constatation),401060006,anamnèse obtenue d'une tierce personne (constatation),Existing localized concept
constatation clinique (constatation),401233007,risque d'autonégligence (constatation),Existing localized concept
constatation clinique (constatation),401303003,infarctus aigu du myocarde avec élévation du segment ST (trouble),Existing localized concept
constatation clinique (constatation),401314000,infarctus aigu du myocarde sans élévation du segment ST (trouble),Existing localized concept
constatation clinique (constatation),401321000,hôpital avisé du décès (constatation),Existing localized concept
constatation clinique (constatation),401322007,reçoit les soins d'une équipe (constatation),Existing localized concept
constatation clinique (constatation),402120005,infection cutanée disséminée au virus de l'herpès simplex (trouble),Existing localized concept
constatation clinique (constatation),402127008,brucellose cutanée (trouble),Existing localized concept
constatation clinique (constatation),402128003,listériose cutanée (trouble),Existing localized concept
constatation clinique (constatation),402129006,actinomycétome causé par une infection à Nocardia (trouble),Existing localized concept
constatation clinique (constatation),402150002,réaction à une piqûre d'insecte (trouble),Existing localized concept
constatation clinique (constatation),402169007,cicatrice causée par le traitement (trouble),Existing localized concept
constatation clinique (constatation),402183009,dermatite atopique des plis de flexion (trouble),Existing localized concept
constatation clinique (constatation),402185002,dermatite atopique de la main à l'aspect discoïde (trouble),Existing localized concept
constatation clinique (constatation),402186001,dermatite atopique généralisée (trouble),Existing localized concept
constatation clinique (constatation),402187005,dermatite atopique à l'aspect de prurigo (trouble),Existing localized concept
constatation clinique (constatation),402188000,dermatite atopique aggravée par une réaction immunitaire de type 1 (trouble),Existing localized concept
constatation clinique (constatation),402191000,dermatite atopique du cuir chevelu (trouble),Existing localized concept
constatation clinique (constatation),402192007,dermatite atopique de la face (trouble),Existing localized concept
constatation clinique (constatation),402193002,dermatite atopique de la paupière (trouble),Existing localized concept
constatation clinique (constatation),402195009,dermatite atopique infantile (trouble),Existing localized concept
constatation clinique (constatation),402196005,dermatite atopique de l’enfance (trouble),Existing localized concept
constatation clinique (constatation),402197001,dermatite atopique de l’adulte (trouble),Existing localized concept
constatation clinique (constatation),402198006,dermatite atopique de l’adulte persistante depuis l'enfance (trouble),Existing localized concept
constatation clinique (constatation),402199003,dermatite atopique de l’adulte récurrente à l'âge adulte (trouble),Existing localized concept
constatation clinique (constatation),402200000,dermatite atopique de l’adulte débutant à l'âge adulte (trouble),Existing localized concept
constatation clinique (constatation),402201001,dermatite atopique impétiginisée (trouble),Existing localized concept
constatation clinique (constatation),402207002,otite externe séborrhéique aiguë (trouble),Existing localized concept
constatation clinique (constatation),402246000,sensibilisation allergique par épidermoréaction (trouble),Existing localized concept
constatation clinique (constatation),402259008,brûlure au dithranol (trouble),Existing localized concept
constatation clinique (constatation),402306009,allergie à l'aluminium (trouble),Existing localized concept
constatation clinique (constatation),402314003,psoriasis de la vulve (trouble),Existing localized concept
constatation clinique (constatation),402315002,psoriasis du pénis (trouble),Existing localized concept
constatation clinique (constatation),402316001,psoriasis périanal (trouble),Existing localized concept
constatation clinique (constatation),402317005,psoriasis généralisé (trouble),Existing localized concept
constatation clinique (constatation),402318000,psoriasis photoaggravé (trouble),Existing localized concept
constatation clinique (constatation),402319008,psoriasis du bord du cuir chevelu (trouble),Existing localized concept
constatation clinique (constatation),402320002,psoriasis du visage (trouble),Existing localized concept
constatation clinique (constatation),402321003,psoriasis non pustuleux des mains (trouble),Existing localized concept
constatation clinique (constatation),402322005,psoriasis palmaire hypertrophique (trouble),Existing localized concept
constatation clinique (constatation),402323000,psoriasis palmoplantaire hypertrophique (trouble),Existing localized concept
constatation clinique (constatation),402324006,psoriasis non pustuleux des mains et des pieds (trouble),Existing localized concept
constatation clinique (constatation),402325007,exacerbation d'un psoriasis causée par un médicament (trouble),Existing localized concept
constatation clinique (constatation),402329001,psoriasis de type 1 d’apparition précoce (trouble),Existing localized concept
constatation clinique (constatation),402334002,psoriasis d’apparition tardive de type 2 (trouble),Existing localized concept
constatation clinique (constatation),402335001,psoriasis familial (trouble),Existing localized concept
constatation clinique (constatation),402379003,granulome ombilical causé par le talc (trouble),Existing localized concept
constatation clinique (constatation),402383003,urticaire idiopathique et/ou angio-œdème (trouble),Existing localized concept
constatation clinique (constatation),402390008,anaphylaxie causée par un aliment ingéré (trouble),Existing localized concept
constatation clinique (constatation),402391007,anaphylaxie secondaire à une morsure et/ou une piqûre (trouble),Existing localized concept
constatation clinique (constatation),402392000,urticaire allergique et/ou angio-oedème (trouble),Existing localized concept
constatation clinique (constatation),402394004,urticaire dû au salicylate (trouble),Existing localized concept
constatation clinique (constatation),402395003,réaction anaphylactoïde iatrogène (trouble),Existing localized concept
constatation clinique (constatation),402396002,réaction anaphylactoïde à la substance de contraste (trouble),Existing localized concept
constatation clinique (constatation),402402005,urticaire et/ou angio-œdème auto-immuns (trouble),Existing localized concept
constatation clinique (constatation),402458002,amyloïdose secondaire de la peau associée à l'hémodialyse (trouble),Existing localized concept
constatation clinique (constatation),402469004,tophus goutteux (trouble),Existing localized concept
constatation clinique (constatation),402480004,brûlure phototoxique causée par la porphyrie (trouble),Existing localized concept
constatation clinique (constatation),402482007,dermatose associée à une carence en biotine (trouble),Existing localized concept
constatation clinique (constatation),402488006,calcinose dans un hématome (trouble),Existing localized concept
constatation clinique (constatation),402493009,calcinose suivant une acné (trouble),Existing localized concept
constatation clinique (constatation),402559007,mélanome malin congénital (trouble),Existing localized concept
constatation clinique (constatation),402591008,allergie à un biocide (trouble),Existing localized concept
constatation clinique (constatation),402593006,allergie à un excipient (trouble),Existing localized concept
constatation clinique (constatation),402595004,allergie au bois (trouble),Existing localized concept
constatation clinique (constatation),402597007,allergie à la résine d'arbre (trouble),Existing localized concept
constatation clinique (constatation),402598002,allergie à une saveur (trouble),Existing localized concept
constatation clinique (constatation),402615009,hypermélanose causée par un trouble neurologique (trouble),Existing localized concept
constatation clinique (constatation),402641003,acné d'origine externe (trouble),Existing localized concept
constatation clinique (constatation),402642005,acné avec folliculite à bactéries Gram négatif (trouble),Existing localized concept
constatation clinique (constatation),402659000,vascularite nécrosante médicamenteuse (trouble),Existing localized concept
constatation clinique (constatation),402661009,vasculite paranéoplasique (trouble),Existing localized concept
constatation clinique (constatation),402662002,vascularite nécrosante causée par cryoglobulinémie mixte (trouble),Existing localized concept
constatation clinique (constatation),402670007,lymphœdème des membres causé par l'immobilité&#44; la dépendance chronique et/ou l'insuffisance veineuse (trouble),Existing localized concept
constatation clinique (constatation),402672004,lymphœdème iatrogène (trouble),Existing localized concept
constatation clinique (constatation),402690003,panniculite consécutive à une affection maligne (trouble),Existing localized concept
constatation clinique (constatation),402693001,lipomatose (trouble),Existing localized concept
constatation clinique (constatation),402718003,pemphigus paranéoplasique (trouble),Existing localized concept
constatation clinique (constatation),402721001,mucinose cutanée (trouble),Existing localized concept
constatation clinique (constatation),402725005,hyperlipidémie avec dépôts lipidiques cutanés (trouble),Existing localized concept
constatation clinique (constatation),402727002,hyperlipidémie secondaire (trouble),Existing localized concept
constatation clinique (constatation),402728007,modifications de la peau causées par la malnutrition (trouble),Existing localized concept
constatation clinique (constatation),402729004,modifications des cheveux causées par la malnutrition (trouble),Existing localized concept
constatation clinique (constatation),402746001,capillarite médicamenteuse (trouble),Existing localized concept
constatation clinique (constatation),402747005,dermatose aigüe fébrile neutrophilique causée par un médicament (trouble),Existing localized concept
constatation clinique (constatation),402753005,maladie de la peau causée par la corticothérapie (trouble),Existing localized concept
constatation clinique (constatation),402757006,affection buccale médicamenteuse (trouble),Existing localized concept
constatation clinique (constatation),402762007,lésion cutanée associée à l'hémodialyse (trouble),Existing localized concept
constatation clinique (constatation),402769003,poïkilodermie avec syndrome génétique ou congénital (trouble),Existing localized concept
constatation clinique (constatation),402776008,déformation héréditaire d'un ongle (trouble),Existing localized concept
constatation clinique (constatation),402822004,miliaire rouge&#44; infantile (trouble),Existing localized concept
constatation clinique (constatation),402856005,œdème aigu hémorragique de l'enfance (trouble),Existing localized concept
constatation clinique (constatation),402885004,kératoconjonctivite primaire herpétique (trouble),Existing localized concept
constatation clinique (constatation),402886003,infection labiale primaire herpétique (trouble),Existing localized concept
constatation clinique (constatation),402887007,infection périanale primaire au virus de l'herpès simplex (trouble),Existing localized concept
constatation clinique (constatation),402888002,infection génitale primaire au virus de l'herpès simplex (trouble),Existing localized concept
constatation clinique (constatation),402889005,infection pénienne primaire au virus de l'herpès simplex (trouble),Existing localized concept
constatation clinique (constatation),402890001,vulvovaginite herpétique primaire (trouble),Existing localized concept
constatation clinique (constatation),402891002,infection oculaire récurrente au virus de l'herpès simplex (trouble),Existing localized concept
constatation clinique (constatation),402892009,herpès simplex labial récurrent (trouble),Existing localized concept
constatation clinique (constatation),402893004,infection périanale récurrente au virus de l'herpès simplex (trouble),Existing localized concept
constatation clinique (constatation),402894005,herpès simplex génital récurrent (trouble),Existing localized concept
constatation clinique (constatation),402895006,herpès simplex pénien récurrent (trouble),Existing localized concept
constatation clinique (constatation),402896007,vulvovaginite herpétique récurrente (trouble),Existing localized concept
constatation clinique (constatation),402897003,zona affectant un dermatome cervical (trouble),Existing localized concept
constatation clinique (constatation),402898008,zona affectant un dermatome sacral (trouble),Existing localized concept
constatation clinique (constatation),402899000,anétodermie à la suite d'une varicelle (trouble),Existing localized concept
constatation clinique (constatation),402901009,leucoplasie orale chevelue associée à une infection au VIH (trouble),Existing localized concept
constatation clinique (constatation),402902002,roséole infantile (herpèsvirus humain 6) (trouble),Existing localized concept
constatation clinique (constatation),402903007,Roseola infantum (herpèsvirus humain 7) (trouble),Existing localized concept
constatation clinique (constatation),402917003,fièvre de la vallée du Rift (trouble),Existing localized concept
constatation clinique (constatation),402921005,folliculite à Pseudomonas aeruginosa (trouble),Existing localized concept
constatation clinique (constatation),402922003,folliculite à Propionibacterium acnes (trouble),Existing localized concept
constatation clinique (constatation),402924002,érysipèle récurrent (trouble),Existing localized concept
constatation clinique (constatation),402925001,érysipèle d'un membre inférieur (trouble),Existing localized concept
constatation clinique (constatation),402932005,infection unguéale à Pseudomonas aeruginosa (trouble),Existing localized concept
constatation clinique (constatation),402934006,cellulite streptococcique de l'oreille externe (trouble),Existing localized concept
constatation clinique (constatation),402937004,infection streptococcique cutanée (trouble),Existing localized concept
constatation clinique (constatation),402940004,chancre syphilitique du pénis (trouble),Existing localized concept
constatation clinique (constatation),402941000,chancre syphilitique de la vulve (trouble),Existing localized concept
constatation clinique (constatation),402942007,chancre syphilitique de la muqueuse orale (trouble),Existing localized concept
constatation clinique (constatation),402943002,balanite syphilitique (trouble),Existing localized concept
constatation clinique (constatation),402944008,condylomes plats de la peau périanale (trouble),Existing localized concept
constatation clinique (constatation),402945009,condylomes plats du pénis (trouble),Existing localized concept
constatation clinique (constatation),402946005,condylomes plats de la vulve (trouble),Existing localized concept
constatation clinique (constatation),402947001,syphilis secondaire tardive (trouble),Existing localized concept
constatation clinique (constatation),402949003,syphilide nodulaire (trouble),Existing localized concept
constatation clinique (constatation),402950003,leucoplasie linguale syphilitique (trouble),Existing localized concept
constatation clinique (constatation),402951004,lésion de la muqueuse orale due à une syphilis tardive (trouble),Existing localized concept
constatation clinique (constatation),402954007,chancre mou pénien (trouble),Existing localized concept
constatation clinique (constatation),402955008,chancre mou vulvaire (trouble),Existing localized concept
constatation clinique (constatation),402956009,infection gonococcique cutanée localisée (trouble),Existing localized concept
constatation clinique (constatation),402957000,bartholinite gonococcique (trouble),Existing localized concept
constatation clinique (constatation),402958005,vascularite pustuleuse provoquée par bactériémie gonococcique (trouble),Existing localized concept
constatation clinique (constatation),402962004,infection à Salmonella avec atteinte cutanée (trouble),Existing localized concept
constatation clinique (constatation),402963009,exanthème de la typhoïde (trouble),Existing localized concept
constatation clinique (constatation),402964003,exanthème de la paratyphoïde (trouble),Existing localized concept
constatation clinique (constatation),402965002,infection à Vibrio vulnificus (trouble),Existing localized concept
constatation clinique (constatation),402969008,érythème noueux causé par une infection streptococcique (trouble),Existing localized concept
constatation clinique (constatation),402970009,érythème noueux à Yersinia enterocolitica (trouble),Existing localized concept
constatation clinique (constatation),402977007,infection cutanée à Mycobacterium scrofulaceum (trouble),Existing localized concept
constatation clinique (constatation),402981007,infection cutanée à Mycobacterium chelonae (trouble),Existing localized concept
constatation clinique (constatation),402982000,infection cutanée à Mycobacterium gordonae (trouble),Existing localized concept
constatation clinique (constatation),402983005,infection cutanée à Mycobacterium malmoense (trouble),Existing localized concept
constatation clinique (constatation),402984004,infection cutanée à Mycobacterium abscessus (trouble),Existing localized concept
constatation clinique (constatation),402985003,actinomycétome causé par Nocardia brasiliensis (trouble),Existing localized concept
constatation clinique (constatation),402986002,actinomycétome causé par Nocardia asteroides (trouble),Existing localized concept
constatation clinique (constatation),402987006,actinomycétome causé par Nocardia otitidis caviarum (trouble),Existing localized concept
constatation clinique (constatation),402992008,actinomycose disséminée de la peau (trouble),Existing localized concept
constatation clinique (constatation),402993003,actinomycétome causé par Actinomadura madurae (trouble),Existing localized concept
constatation clinique (constatation),402994009,actinomycétome causé par Actinomadura pelletieri (trouble),Existing localized concept
constatation clinique (constatation),402995005,actinomycétome causé par Streptomyces somaliensis (trouble),Existing localized concept
constatation clinique (constatation),403004007,teigne tondante microscopique causée par Microsporum gallinae (trouble),Existing localized concept
constatation clinique (constatation),403007000,teigne tondante microscopique causée par Microsporum ferrugineum (trouble),Existing localized concept
constatation clinique (constatation),403008005,teigne tondante microscopique causée par Microsporum fulvum (trouble),Existing localized concept
constatation clinique (constatation),403009002,teigne tondante à Trichophyton megninii (trouble),Existing localized concept
constatation clinique (constatation),403010007,teigne tondante microscopique causée par Microsporum gypseum (trouble),Existing localized concept
constatation clinique (constatation),403012004,teigne tondante microscopique causée par Microsporum nanum (trouble),Existing localized concept
constatation clinique (constatation),403015002,teigne tondante à Trichophyton rubrum (trouble),Existing localized concept
constatation clinique (constatation),403016001,teigne tondante à Trichophyton soudanense (trouble),Existing localized concept
constatation clinique (constatation),403017005,tinea capitis causée par Trichophyton verrucosum (trouble),Existing localized concept
constatation clinique (constatation),403018000,teigne tondante à Trichophyton violaceum (trouble),Existing localized concept
constatation clinique (constatation),403019008,teigne tondante à Trichophyton yaoundei (trouble),Existing localized concept
constatation clinique (constatation),403021003,teigne tondante microscopique causée par Microsporum audouinii (trouble),Existing localized concept
constatation clinique (constatation),403022005,herpès circiné causé par Epidermophyton floccosum (trouble),Existing localized concept
constatation clinique (constatation),403023000,herpès circiné causé par Microsporum audouinii (trouble),Existing localized concept
constatation clinique (constatation),403027004,herpès circiné causé par Trichophyton gallinae (trouble),Existing localized concept
constatation clinique (constatation),403029001,herpès circiné causé par Microsporum ferrugineum (trouble),Existing localized concept
constatation clinique (constatation),403030006,teigne de la peau glabre à Trichophyton megninii (trouble),Existing localized concept
constatation clinique (constatation),403031005,herpès circiné causé par Microsporum fulvum (trouble),Existing localized concept
constatation clinique (constatation),403032003,herpès circirné causé par Microsporum gypseum (trouble),Existing localized concept
constatation clinique (constatation),403034002,herpès circiné causé par Microsporum nanum (trouble),Existing localized concept
constatation clinique (constatation),403037009,herpès circiné causé par Microsporum persicolor (trouble),Existing localized concept
constatation clinique (constatation),403038004,teigne de la peau glabre à Trichophyton rubrum (trouble),Existing localized concept
constatation clinique (constatation),403039007,teigne de la peau glabre à Trichophyton schoenleinii (trouble),Existing localized concept
constatation clinique (constatation),403041008,teigne de la peau glabre à Trichophyton soudanense (trouble),Existing localized concept
constatation clinique (constatation),403043006,teigne de la peau glabre à Trichophyton verrucosum (trouble),Existing localized concept
constatation clinique (constatation),403044000,teigne de la peau glabre à Trichophyton violaceum (trouble),Existing localized concept
constatation clinique (constatation),403045004,teigne de la peau glabre à Trichophyton yaoundei (trouble),Existing localized concept
constatation clinique (constatation),403047007,tinea manuum causée par Epidermophyton floccosum (trouble),Existing localized concept
constatation clinique (constatation),403050005,teigne de la main à Trichophyton rubrum (trouble),Existing localized concept
constatation clinique (constatation),403052002,teigne de la main à Trichophyton violaceum (trouble),Existing localized concept
constatation clinique (constatation),403053007,épidermophytie inguinale causée par Trichophyton gallinae (trouble),Existing localized concept
constatation clinique (constatation),403055000,teigne du pied à Trichophyton rubrum (trouble),Existing localized concept
constatation clinique (constatation),403056004,teigne du pied à Trichophyton violaceum (trouble),Existing localized concept
constatation clinique (constatation),403061002,onychomycose à Trichophyton shoenleinii (trouble),Existing localized concept
constatation clinique (constatation),403062009,onychomycose à Trichophyton soudanense (trouble),Existing localized concept
constatation clinique (constatation),403064005,onychomycose à Trichophyton violaceum (trouble),Existing localized concept
constatation clinique (constatation),403065006,mycose à Epidermophyton floccosum (trouble),Existing localized concept
constatation clinique (constatation),403066007,mycose causée par Microsporum audouinii (trouble),Existing localized concept
constatation clinique (constatation),403067003,mycose à Trichophyton equinum (trouble),Existing localized concept
constatation clinique (constatation),403071000,mycose causée par Microsporum ferrugineum (trouble),Existing localized concept
constatation clinique (constatation),403073002,mycose à Trichophyton megninii (trouble),Existing localized concept
constatation clinique (constatation),403074008,mycose causée par Microsporum fulvum (trouble),Existing localized concept
constatation clinique (constatation),403075009,mycose causée par Microsporum gypseum (trouble),Existing localized concept
constatation clinique (constatation),403077001,mycose causée par Microsporum nanum (trouble),Existing localized concept
constatation clinique (constatation),403079003,mycose causée par Microsporum persicolor (trouble),Existing localized concept
constatation clinique (constatation),403083003,mycose à Trichophyton soudanense (trouble),Existing localized concept
constatation clinique (constatation),403084009,mycose à Trichophyton tonsurans (trouble),Existing localized concept
constatation clinique (constatation),403085005,mycose à Trichophyton verrucosum (trouble),Existing localized concept
constatation clinique (constatation),403086006,mycose à Trichophyton violaceum (trouble),Existing localized concept
constatation clinique (constatation),403087002,mycose à Trichophyton yaoundei (trouble),Existing localized concept
constatation clinique (constatation),403089004,cladosporiose cutanée causée par Phaeoannellomyces werneckii (trouble),Existing localized concept
constatation clinique (constatation),403092000,onychomycose causée par Acremonium spp. (trouble),Existing localized concept
constatation clinique (constatation),403093005,onychomycose causée par des espèces d'Aspergillus (trouble),Existing localized concept
constatation clinique (constatation),403110005,coccidioïdomycose cutanée disséminée (trouble),Existing localized concept
constatation clinique (constatation),403111009,sporotrichose cutanée fixe (trouble),Existing localized concept
constatation clinique (constatation),403112002,mycétome causé par une espèce d'Acremonium (trouble),Existing localized concept
constatation clinique (constatation),403121001,mycétome à Pseudallescheria boydii (trouble),Existing localized concept
constatation clinique (constatation),403123003,mycose cutanée disséminée à Penicillium (trouble),Existing localized concept
constatation clinique (constatation),403132001,cysticercose cutanée (trouble),Existing localized concept
constatation clinique (constatation),403176008,œdème aigu - syndrome de distension cutanée (trouble),Existing localized concept
constatation clinique (constatation),403183001,tatouage iatrogène (trouble),Existing localized concept
constatation clinique (constatation),403216007,syndrome de Sweet à la suite d'une infection (trouble),Existing localized concept
constatation clinique (constatation),403262004,pigmentation cutanée hémosidérinique causée par une insuffisance veineuse (trouble),Existing localized concept
constatation clinique (constatation),403265002,ochronose due à l'hydroquinone (trouble),Existing localized concept
constatation clinique (constatation),403272001,hypomélanose postinfectieuse (trouble),Existing localized concept
constatation clinique (constatation),403281007,onychodysplasie congénitale des index (trouble),Existing localized concept
constatation clinique (constatation),403282000,défaut d'alignement congénital des ongles d'orteil (trouble),Existing localized concept
constatation clinique (constatation),403283005,ptérygion congénital d'un ongle (trouble),Existing localized concept
constatation clinique (constatation),403284004,onychatrophie congénitale (trouble),Existing localized concept
constatation clinique (constatation),403308000,déformation acquise de l'ongle (trouble),Existing localized concept
constatation clinique (constatation),403315008,hypertrichose de l'hypothyroïdie (trouble),Existing localized concept
constatation clinique (constatation),403360009,cicatrice atrophique d'acné (trouble),Existing localized concept
constatation clinique (constatation),403361008,cicatrice d'acné en pic à glace (trouble),Existing localized concept
constatation clinique (constatation),403362001,cicatrice hypertrophique d'acné (trouble),Existing localized concept
constatation clinique (constatation),403363006,cicatrices d'acné atrophiques et hypertrophiques mêlées (trouble),Existing localized concept
constatation clinique (constatation),403419003,panniculite causée par l'hyperuricémie (trouble),Existing localized concept
constatation clinique (constatation),403421008,panniculite néonatale causée par le froid (trouble),Existing localized concept
constatation clinique (constatation),403448009,ulcération buccale post-radique (trouble),Existing localized concept
constatation clinique (constatation),403454005,glossite causée par une carence en fer (trouble),Existing localized concept
constatation clinique (constatation),403552007,aplasie ectodermique congénitale à la suite d'une infection intra-utérine (type 8) (trouble),Existing localized concept
constatation clinique (constatation),403611005,syndrome babouin d'origine médicamenteuse (trouble),Existing localized concept
constatation clinique (constatation),403617009,érythème médicamenteux (trouble),Existing localized concept
constatation clinique (constatation),403621002,panniculite médicamenteuse (trouble),Existing localized concept
constatation clinique (constatation),403634001,fasciite à éosinophiles causée par le L-tryptophane (trouble),Existing localized concept
constatation clinique (constatation),403644004,réaction de réactivation postradique due à un traitement cytotoxique (trouble),Existing localized concept
constatation clinique (constatation),403666006,mucosite médicamenteuse (trouble),Existing localized concept
constatation clinique (constatation),403689003,cicatrice chirurgicale atrophique (constatation),Existing localized concept
constatation clinique (constatation),403707007,réaction cutanée à un produit étranger injecté (trouble),Existing localized concept
constatation clinique (constatation),403728003,kératose radique (trouble),Existing localized concept
constatation clinique (constatation),403729006,tumeur cutanée causée par radiolésion (trouble),Existing localized concept
constatation clinique (constatation),403730001,xérostomie radique (trouble),Existing localized concept
constatation clinique (constatation),403731002,dermatose radique (trouble),Existing localized concept
constatation clinique (constatation),403732009,pseudoporphyrie associée à l'hémodialyse (trouble),Existing localized concept
constatation clinique (constatation),403733004,prurit associé à l'hémodialyse (trouble),Existing localized concept
constatation clinique (constatation),403753000,effet indésirable cutané lié à l'acupuncture (trouble),Existing localized concept
constatation clinique (constatation),403759001,anomalie chromosomique autosomique (trouble),Existing localized concept
constatation clinique (constatation),403793002,callosités douloureuses familiales (trouble),Existing localized concept
constatation clinique (constatation),403842002,infection streptococcique néonatale (trouble),Existing localized concept
constatation clinique (constatation),403843007,omphalite streptococcique (trouble),Existing localized concept
constatation clinique (constatation),403848003,lésion périnatale causée par les forceps (trouble),Existing localized concept
constatation clinique (constatation),403849006,lésion au cuir chevelu causée par une extraction par ventouse (trouble),Existing localized concept
constatation clinique (constatation),403850006,traumatisme cutané néonatal iatrogène (trouble),Existing localized concept
constatation clinique (constatation),403851005,calcinose suivant une lésion néonatale liée à la piqûre au talon (trouble),Existing localized concept
constatation clinique (constatation),403862005,kératose séborrhéique plane (trouble),Existing localized concept
constatation clinique (constatation),403863000,papillomatose basocellulaire multiple (trouble),Existing localized concept
constatation clinique (constatation),403864006,papillome basocellulaire de type solide (acanthosique) (trouble),Existing localized concept
constatation clinique (constatation),403865007,papillome basocellulaire de type hyperkératosique (trouble),Existing localized concept
constatation clinique (constatation),403866008,papillome basocellulaire de type réticulé (adénoïde) (trouble),Existing localized concept
constatation clinique (constatation),403867004,papillome basocellulaire de type clonal (trouble),Existing localized concept
constatation clinique (constatation),403868009,kératoses séborrhéiques éruptives (trouble),Existing localized concept
constatation clinique (constatation),404075002,ostéome des muqueuses (trouble),Existing localized concept
constatation clinique (constatation),404174000,ecthyma gangréneux du nourrisson (trouble),Existing localized concept
constatation clinique (constatation),404177007,angio-œdème et/ou urticaire (trouble),Existing localized concept
constatation clinique (constatation),404220000,irritabilité vésicale (constatation),Existing localized concept
constatation clinique (constatation),404233006,méningite à virus du Nil occidental (trouble),Existing localized concept
constatation clinique (constatation),404640003,état vertigineux (constatation),Existing localized concept
constatation clinique (constatation),404660006,neuropathie optique compressive aiguë (trouble),Existing localized concept
constatation clinique (constatation),404663008,rétinopathie paranéoplasique (trouble),Existing localized concept
constatation clinique (constatation),404678001,infection à Staphylococcus aureus résistant à un glycopeptide (trouble),Existing localized concept
constatation clinique (constatation),404685002,myorythmie oculomasticatoire (constatation),Existing localized concept
constatation clinique (constatation),404694008,anisocorie pharmacologique (trouble),Existing localized concept
constatation clinique (constatation),404809008,à l'examen : kyste au visage (constatation),Existing localized concept
constatation clinique (constatation),404905001,souffrance après un accident (constatation),Existing localized concept
constatation clinique (constatation),404907009,mégacôlon toxique causé par la Clostridium difficile (trouble),Existing localized concept
constatation clinique (constatation),405244005,dermatite de contact causée par l'urine (trouble),Existing localized concept
constatation clinique (constatation),405266003,dysfonctionnement somatique aigu (constatation),Existing localized concept
constatation clinique (constatation),405360006,rêve ou cauchemar sous anesthésie générale (constatation),Existing localized concept
constatation clinique (constatation),405362003,problème éprouvé lors de l'administration d'un anesthésique local (constatation),Existing localized concept
constatation clinique (constatation),405366000,pas de lit disponible en salle de réveil (constatation),Existing localized concept
constatation clinique (constatation),405367009,évaluation préopératoire inadéquate (constatation),Existing localized concept
constatation clinique (constatation),405491001,événement indésirable sans effet nuisible (constatation),Existing localized concept
constatation clinique (constatation),405493003,évaluation inadéquate de l'équipement (constatation),Existing localized concept
constatation clinique (constatation),405495005,pression élevée des voies respiratoires (constatation),Existing localized concept
constatation clinique (constatation),405498007,prémédication inadéquate (constatation),Existing localized concept
constatation clinique (constatation),405499004,communication préopératoire inadéquate avec le patient (constatation),Existing localized concept
constatation clinique (constatation),405502000,distraction d'un membre du personnel (constatation),Existing localized concept
constatation clinique (constatation),405503005,manque d'attention d'un membre du personnel (constatation),Existing localized concept
constatation clinique (constatation),405531001,événement indésirable causant un dommage potentiellement permanent mais non invalidant (constatation),Existing localized concept
constatation clinique (constatation),405532008,évènement indésirable causant une lésion potentiellement invalidante (constatation),Existing localized concept
constatation clinique (constatation),405533003,catégories de résultat d'évènements indésirables (constatation),Existing localized concept
constatation clinique (constatation),405535005,évènement indésirable causant la mort (constatation),Existing localized concept
constatation clinique (constatation),405536006,membre du personnel malade (constatation),Existing localized concept
constatation clinique (constatation),405543000,hyperpyrexie médicamenteuse (constatation),Existing localized concept
constatation clinique (constatation),405544006,hypoplasie médicamenteuse de la moelle osseuse (trouble),Existing localized concept
constatation clinique (constatation),405560005,fistule du sinus coronaire (trouble),Existing localized concept
constatation clinique (constatation),405571006,brûlure par l'électricité (trouble),Existing localized concept
constatation clinique (constatation),405625008,salle d'opération non disponible (constatation),Existing localized concept
constatation clinique (constatation),405627000,consentement autonome (constatation),Existing localized concept
constatation clinique (constatation),405628005,consentement du médecin obtenu (constatation),Existing localized concept
constatation clinique (constatation),405629002,hypothyroïdie du nourrisson (trouble),Existing localized concept
constatation clinique (constatation),405631006,infection pédiatrique au virus de l'immunodéficience humaine (trouble),Existing localized concept
constatation clinique (constatation),405632004,infection streptococcique infantile (trouble),Existing localized concept
constatation clinique (constatation),405635002,syphilis tardive avec manifestations cliniques autres que la neurosyphilis (trouble),Existing localized concept
constatation clinique (constatation),405651005,problème d'équipement (constatation),Existing localized concept
constatation clinique (constatation),405654002,type d'équipement (constatation),Existing localized concept
constatation clinique (constatation),405655001,caractéristiques de l'équipement (constatation),Existing localized concept
constatation clinique (constatation),405656000,résultat indésirable de l'anesthésie (constatation),Existing localized concept
constatation clinique (constatation),405663000,état de l'entretien de l'équipement (constatation),Existing localized concept
constatation clinique (constatation),405681002,dossier médical du patient non disponible (constatation),Existing localized concept
constatation clinique (constatation),405682009,état de supervision (constatation),Existing localized concept
constatation clinique (constatation),405687003,remplacement inadéquat du liquide corporel (constatation),Existing localized concept
constatation clinique (constatation),405693006,blessure causée par d'une contension légale (trouble),Existing localized concept
constatation clinique (constatation),405735008,déformation de l'omoplate (trouble),Existing localized concept
constatation clinique (constatation),405774001,soins de santé mentale fréquents (constatation),Existing localized concept
constatation clinique (constatation),405785004,risque de rechute (constatation),Existing localized concept
constatation clinique (constatation),405810005,syndrome de Cogan (trouble),Existing localized concept
